acc_num,eng_name,rus_name,description,date_from,date_to,notes,material,technique,size
ОГ-79198,,Карикатура на стрелков из лука.,Карикатура на стрелков из лука.,1700,1800,,Бумага,гравюра офортом,"38,5х52 см"
ОГ-79199,,Карикатура на Английскую политику в Индии.,Карикатура на Английскую политику в Индии.,1700,1800,,Бумага,гравюра офортом,"36,5х43 см"
ОГ-79200,,Карикатура. Шесть мужских полуфигур на одном листе в два ряда.,Карикатура. Шесть мужских полуфигур на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,18х25 см
ОГ-79201,,Карикатура. Пять мужских полуфигур на одном листе в два ряда.,Карикатура. Пять мужских полуфигур на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,"18,5х26 см"
ОГ-79202,,Карикатура. Пять мужских полуфигур на одном листе в два ряда.,Карикатура. Пять мужских полуфигур на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,"18,5х27 см"
ОГ-79203,The Grand-Papa,,"Бытовая сцена. Мать с ребенком на руках у стола, слева старый джентльмен ""The Grand-Papa"".",1700,1800,,Бумага,гравюра офортом,"18,5х24 см"
ОГ-79204,,Шарж на Австрийского генерала.,Шарж на Австрийского генерала.,1700,1800,,Бумага,гравюра офортом,33х25 см
ОГ-79205,,"Карикатура. В кресле сидит мужская фигура с ослиной головой, в руке у него лист бумаги, слева молодой человек.","Карикатура. В кресле сидит мужская фигура с ослиной головой, в руке у него лист бумаги, слева молодой человек.",1700,1800,,Бумага,гравюра офортом,"30,5х23 см"
ОГ-79206,,Карикатура на нравы.,Карикатура на нравы.,1700,1800,,Бумага,гравюра офортом,"27,5х20,5 см"
ОГ-79207,,Карикатура бытового характера.,Карикатура бытового характера.,1793,1793,,Бумага,гравюра офортом,33х25 см
ОГ-79208,,"Карикатура. Многофигурная сцена. На карете, повозке и верхом многочисленные женские и мужские фигуры.","Карикатура. Многофигурная сцена. На карете, повозке и верхом многочисленные женские и мужские фигуры.",1700,1800,,Бумага,гравюра офортом,40х54 см
ОГ-79209,,Карикатура на финансовую политику Питта.,Карикатура на финансовую политику Питта.,1700,1800,,Бумага,гравюра офортом,"25,5х35,5 см"
ОГ-79210,,Карикатура на высшее Английское общество.,Карикатура на высшее Английское общество.,1802,1802,,Бумага,гравюра офортом,22х30 см
ОГ-79211,,"Карикатура. Четыре мужские фигуры, сидящие на столе ловят вошь, ползущую по столу.","Карикатура. Четыре мужские фигуры, сидящие на столе ловят вошь, ползущую по столу.",1700,1800,,Бумага,гравюра офортом,23х31 см
ОГ-79212,,Карикатура на различные выражения общественного мнения.,Карикатура на различные выражения общественного мнения.,1700,1800,,Бумага,гравюра офортом,39х55 см
ОГ-79213,,"Карикатура. Два окна с решетками, за которыми видны слева женские полуфигуры, справа - мужские полуфигуры.","Карикатура. Два окна с решетками, за которыми видны слева женские полуфигуры, справа - мужские полуфигуры.",1700,1800,,Бумага,гравюра офортом,26х33 см
ОГ-79214,,"Карикатура. Две фигуры у позорного столба, справа старик-сторож с большой палкой.","Карикатура. Две фигуры у позорного столба, справа старик-сторож с большой палкой.",1700,1800,,Бумага,гравюра офортом,26х35 см
ОГ-79215,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,46х59 см
ОГ-79216,,Карикатура на духовенство.,Карикатура на духовенство.,1700,1800,,Бумага,гравюра офортом,41х59 см
ОГ-79217,"Germany, England",,"Карикатура на герцога Йоркского, стоящего одной ногой на берегу ""Germany"", другой ногой - на берегу ""England"".",1700,1800,,Бумага,гравюра офортом,"39,5х29,5 см"
ОГ-79218,,Изображение больших песочных часов.,Изображение больших песочных часов.,1700,1800,,Бумага,гравюра офортом,34х24 см
ОГ-79219,,Карикатура на духовенство.,Карикатура на духовенство.,1700,1800,,Бумага,гравюра офортом,28х42 см
ОГ-79220,,Карикатура на австрийского генерала Мака.,Карикатура на австрийского генерала Мака.,1700,1800,,Бумага,гравюра офортом,24х35 см
ОГ-79221,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,26х22 см
ОГ-79222,,Карикатура на музыкантов - любителей.,Карикатура на музыкантов - любителей.,1700,1800,,Бумага,гравюра офортом,"27х21,5 см"
ОГ-79223,,"Карикатура. Многочисленное общество, обедающее за столом.","Карикатура. Многочисленное общество, обедающее за столом.",1700,1800,,Бумага,гравюра офортом,26х39 см
ОГ-79224,,Карикатура на кризис в Англии в связи с растратами герцога Иоркского.,Карикатура на кризис в Англии в связи с растратами герцога Иоркского.,1700,1800,,Бумага,гравюра офортом,26х36 см
ОГ-79225,"Naples, Spain",,"Карикатура на Карла IV (Испания) упавшего на землю между двух табуреток с надписями на левой: ""Naples"" на правой ""Spain"".",1700,1800,,Бумага,гравюра офортом,"26х36,5 см"
ОГ-79226,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,"23,5х38 см"
ОГ-79227,,"Карикатура на Lord'a Grenville'a, стоящего рядом с пылающим котлом.","Карикатура на Lord'a Grenville'a, стоящего рядом с пылающим котлом.",1700,1800,,Бумага,гравюра офортом,28х38 см
ОГ-79228,,"Карикатура. Многофигурная сцена на кладбище, где вырывают покойников.","Карикатура. Многофигурная сцена на кладбище, где вырывают покойников.",1794,1794,,Бумага,гравюра офортом,25х40 см
ОГ-79229,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,25х42 см
ОГ-79230,,Карикатура на Шотландию.,Карикатура на Шотландию.,1700,1800,,Бумага,гравюра офортом,"39,5х49 см"
ОГ-79231,,Карикатура на Ирландию.,Карикатура на Ирландию.,1700,1800,,Бумага,гравюра офортом,42х54 см
ОГ-79232,,Карикатура на музыкантов-любителей.,Карикатура на музыкантов-любителей.,1700,1800,,Бумага,гравюра офортом,"28х41,5 см"
ОГ-79233,,Карикатура на Фокса.,Карикатура на Фокса.,1700,1800,,Бумага,гравюра офортом,"45,5х28 см"
ОГ-79234,,Карикатура на Георга III.,Карикатура на Георга III.,1700,1800,,Бумага,гравюра офортом,25х42 см
ОГ-79235,,Карикатура на Ирландских офицеров.,Карикатура на Ирландских офицеров.,1700,1800,,Бумага,гравюра офортом,"25,5х37 см"
ОГ-79236,Newgatl,,"Карикатура. Семь мужских и женских фигур, в центре портной, сидящий на полу на фоне стены с окном и надписью: ""Newgatl"".",1700,1800,,Бумага,гравюра офортом,20х26 см
ОГ-79237,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,"19,5х25 см"
ОГ-79238,,Карикатура. Полуфигура старого клерка в пенсне перед раскрытой книгой.,Карикатура. Полуфигура старого клерка в пенсне перед раскрытой книгой.,1700,1800,,Бумага,гравюра офортом,"16х19,5 см"
ОГ-79239,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,"19,5х24 см"
ОГ-79240,,"Портрет Janet Muttie, в рост, 3/4 впр.","Портрет Janet Muttie, в рост, 3/4 впр.",1700,1800,,Бумага,гравюра офортом,24х16 см
ОГ-79241,,"Карикатура. Старик - военный, сидящий с газетой в руках перед горящим камином.","Карикатура. Старик - военный, сидящий с газетой в руках перед горящим камином.",1700,1800,,Бумага,гравюра офортом,"25х20,5 см"
ОГ-79242,,"Карикатура на герцога Кларенса с большим горшком в руке, пересыпающим в него деньги с прилавка, за которым стоит молодой человек в красном кафтане.","Карикатура на герцога Кларенса с большим горшком в руке, пересыпающим в него деньги с прилавка, за которым стоит молодой человек в красном кафтане.",1700,1800,,Бумага,гравюра офортом,"27,5х22 см"
ОГ-79243,,Карикатура на моды.,Карикатура на моды.,1794,1794,,Бумага,гравюра офортом,"27,5х37 см"
ОГ-79244,,Карикатура на общество исправления нравов.,Карикатура на общество исправления нравов.,1700,1800,,Бумага,гравюра офортом,26х40 см
ОГ-79245,,Карикатура. Многочисленные мужские и женские полуфигуры весело смотрящих на комедию.,Карикатура. Многочисленные мужские и женские полуфигуры весело смотрящих на комедию.,1700,1800,,Бумага,гравюра офортом,38х26 см (общий с №№ ОГ-792(45-46))
ОГ-79246,Tragedy in London,,"Карикатура. Многочисленные плачущие мужские и женские полуфигуры, смотрящих на драму ""Tragedy in London"".",1700,1800,,Бумага,гравюра офортом,38х26 см (общий с №№ ОГ-792(45-46))
ОГ-79247,,"Карикатура на Francis Burdett'a, которого держит на шесте, показывая избирателям, Horne Tooke.","Карикатура на Francis Burdett'a, которого держит на шесте, показывая избирателям, Horne Tooke.",1700,1800,,Бумага,гравюра офортом,"37,5х26 см"
ОГ-79248,,Карикатура на представителей различных профессий.,Карикатура на представителей различных профессий.,1700,1800,,Бумага,гравюра офортом,24х63 см
ОГ-79249,,"Карикатура на адмирала Samuel Hood'a с трезубцем в руке, плывущего на раковине, поддерживаемой дельфинами и морскими богами.","Карикатура на адмирала Samuel Hood'a с трезубцем в руке, плывущего на раковине, поддерживаемой дельфинами и морскими богами.",1700,1800,,Бумага,гравюра офортом,"37,5х50 см"
ОГ-79250,,Карикатура на духовенство и портретистов.,Карикатура на духовенство и портретистов.,1700,1800,,Бумага,гравюра офортом,46х56 см
ОГ-79251,,Карикатуры на моды.,Карикатуры на моды.,1700,1800,,Бумага,гравюра офортом,23х35 см
ОГ-79252,,Карикатура на духовенство.,Карикатура на духовенство.,1700,1800,,Бумага,гравюра офортом,26х34 см
ОГ-79253,,Карикатура на моды военных.,Карикатура на моды военных.,1700,1800,,Бумага,гравюра офортом,38х26 см
ОГ-79254,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,"36,5х50,5 см"
ОГ-79255,,"Карикатура на волонтеров, обучающихся верховой езде.","Карикатура на волонтеров, обучающихся верховой езде.",1700,1800,,Бумага,гравюра офортом,26х40 см
ОГ-79256,,"Карикатура на Джон Булля в образе быка, потерявшего один рог - и обстреливаемого слева французскими войсками.","Карикатура на Джон Булля в образе быка, потерявшего один рог - и обстреливаемого слева французскими войсками.",1700,1800,,Бумага,гравюра офортом,"26х41,5 см"
ОГ-79257,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,40х35 см
ОГ-79258,,Карикатура на расточительность.,Карикатура на расточительность.,1700,1800,,Бумага,гравюра офортом,37х60 см
ОГ-79259,,Карикатура на Голландскую кавалерию.,Карикатура на Голландскую кавалерию.,1700,1800,,Бумага,гравюра офортом,"24х40,5 см"
ОГ-79260,A Portland Block for want of a better,,"Карикатура на Питта, стоящего на скале, на которой надпись: ""A Portland Block for want of a better"", над ним секира и петля.",1700,1800,,Бумага,гравюра офортом,37х26 см
ОГ-79261,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,39х28 см
ОГ-79262,,"Карикатура на принца Уэльского, сидящего на диване со старухой Джерcи на коленях, слева в отчаянии удаляющаяся Mrs Fitzherbert.","Карикатура на принца Уэльского, сидящего на диване со старухой Джерcи на коленях, слева в отчаянии удаляющаяся Mrs Fitzherbert.",1700,1800,,Бумага,гравюра офортом,"24,5х36,5 см"
ОГ-79263,,Карикатура на жестокость с преступниками в Англии.,Карикатура на жестокость с преступниками в Англии.,1700,1800,,Бумага,гравюра офортом,"23,5х34,5 см"
ОГ-79264,,Карикатура на завоевание Бельгии англичанами.,Карикатура на завоевание Бельгии англичанами.,1700,1800,,Бумага,гравюра офортом,"31,5х82 см"
ОГ-79265,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,"39,5х27 см"
ОГ-79266,,"Карикатура на Джон Булля с завязанными глазами, сыплющего золотые монеты в шапку, которую держит австрийский генерал Мак.","Карикатура на Джон Булля с завязанными глазами, сыплющего золотые монеты в шапку, которую держит австрийский генерал Мак.",1700,1800,,Бумага,гравюра офортом,26х37 см
ОГ-79267,,"Карикатура. Слева толстяк сидит за накрытым столом, справа озлобленная женщина, грозящая ему кулаком.","Карикатура. Слева толстяк сидит за накрытым столом, справа озлобленная женщина, грозящая ему кулаком.",1700,1800,,Бумага,гравюра офортом,25х36 см
ОГ-79268,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,37х50 см
ОГ-79269,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,38х52 см
ОГ-79270,,Карикатура на Георга III и политическую ситуацию в Англии.,Карикатура на Георга III и политическую ситуацию в Англии.,1700,1800,,Бумага,гравюра офортом,25х34 см
ОГ-79271,,Карикатура на Джон Булля.,Карикатура на Джон Булля.,1700,1800,,Бумага,гравюра офортом,"32,5х45 см"
ОГ-79272,,Карикатура бытового характера.,Карикатура бытового характера.,1700,1800,,Бумага,гравюра офортом,26х33 см
ОГ-79273,,Карикатура на военных.,Карикатура на военных.,1700,1800,,Бумага,гравюра офортом,"26,5х40 см"
ОГ-79274,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,38х52 см
ОГ-79275,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,38х52 см
ОГ-79276,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,"37,5х54 см"
ОГ-79277,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,37х51 см
ОГ-79278,,Восемь сцен на одном листе в два ряда.,Восемь сцен на одном листе в два ряда.,1700,1800,,Бумага,гравюра офортом,36х51 см
ОГ-79279,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,26х37 см
ОГ-79280,,Карикатура на Питта.,Карикатура на Питта.,1700,1800,,Бумага,гравюра офортом,"25,5х36 см"
ОГ-79281,,"Карикатура. Девять мужских и женских фигур, первая слева - джентльмен в зеленом фраке, крайняя справа - мужская фигура, сидящая в кресле.","Карикатура. Девять мужских и женских фигур, первая слева - джентльмен в зеленом фраке, крайняя справа - мужская фигура, сидящая в кресле.",1700,1800,,Бумага,гравюра офортом,20х47 см
ОГ-79282,,Карикатура на Mrs Fitzherbert.,Карикатура на Mrs Fitzherbert.,1700,1800,,Бумага,гравюра офортом,"36,5х44,5 см"
ОГ-79283,Destruction,,"Герб с надписью на ленте ""Destruction"".",1700,1800,,Бумага,гравюра офортом,"56,5х40 см"
ОГ-79284,,Карикатура на кавалерию.,Карикатура на кавалерию.,1700,1800,,Бумага,гравюра офортом,26х39 см
ОГ-79285,,"Карикатура. Слева чудовище - привидение с фонарем, справа испуганные старик и старуха.","Карикатура. Слева чудовище - привидение с фонарем, справа испуганные старик и старуха.",1700,1800,,Бумага,гравюра офортом,25х33 см
ОГ-79286,,Карикатура на моды.,Карикатура на моды.,1700,1800,,Бумага,гравюра офортом,"23,5х35 см"
ОГ-79287,,"Карикатура. Слева раскланивающийся джентльмен, справа молодая женщина с большой муфтой.","Карикатура. Слева раскланивающийся джентльмен, справа молодая женщина с большой муфтой.",1700,1800,,Бумага,гравюра офортом,"27х37,5 см"
ОГ-79288,,Карикатура на Портланда.,Карикатура на Портланда.,1700,1800,,Бумага,гравюра офортом,43х29 см
ОГ-79289,,Карикатура на мужские прически.,Карикатура на мужские прически.,1700,1800,,Бумага,гравюра офортом,39х57 см
ОГ-79290,,Карикатура на волонтеров.,Карикатура на волонтеров.,1700,1800,,Бумага,гравюра офортом,24х71 см
ОГ-79291,,"Карикатура. Две женские фигуры с большими перьями на голове, у правой стоящей в руке веер, слева старик - лакей с подносом в руках.","Карикатура. Две женские фигуры с большими перьями на голове, у правой стоящей в руке веер, слева старик - лакей с подносом в руках.",1700,1800,,Бумага,гравюра офортом,38х27 см
ОГ-79292,,"Карикатура - молодая чета, пьющая кофе в кровати, слева служанка с подносом в руке.","Карикатура - молодая чета, пьющая кофе в кровати, слева служанка с подносом в руке.",1700,1800,,Бумага,гравюра офортом,36х26 см (общий с №№ ОГ-792(92-93))
ОГ-79293,,"Карикатура - Две мужские фигуры, плывущие на обломке мачты по волнам.","Карикатура - Две мужские фигуры, плывущие на обломке мачты по волнам.",1700,1800,,Бумага,гравюра офортом,36х26 см (общий с №№ ОГ-792(92-93))
ОГ-79294,Village Fiencibles or Country Recruits,,"Карикатура. ""Village Fiencibles or Country Recruits"" восемь сцен на одном листе.",1700,1800,,Бумага,гравюра офортом,"36,5х51 см"
ОГ-79295,Undress in the Morning,,"Карикатура. ""Undress in the Morning"" - слева.",1700,1800,,Бумага,гравюра офортом,"26,8х34,5 см"
ОГ-79296,Christmass boxes,,"Карикатура. ""Christmass boxes"".",1700,1800,,Бумага,гравюра офортом,"26,1х34,5 см"
ОГ-79297,The Brunswick alarm or a Retreat from Pall Mall,,"Карикатура. ""The Brunswick alarm or a Retreat from Pall Mall"".",1700,1800,,Бумага,гравюра офортом,"24х35,2 см"
ОГ-79298,Bad News upon Change,,"Карикатура. ""Bad News upon Change"".",1700,1800,,Бумага,гравюра офортом,"24,8х37,8 см"
ОГ-79299,The Fountain of Invention...,,"Карикатура. ""The Fountain of Invention...""",1700,1800,,Бумага,гравюра офортом,"62,4х20,5 см"
ОГ-79300,An early Lesson of Marching,,"Карикатура. ""An early Lesson of Marching"".",1700,1800,,Бумага,гравюра офортом,"25х37,3 см"
ОГ-79301,Suffolk Rats protecting their Cheese or the County Fencibles called to Arms,,"Карикатура. ""Suffolk Rats protecting their Cheese or the County Fencibles called to Arms"".",1700,1800,,Бумага,гравюра офортом,"24,4х35,4 см"
ОГ-79302,"The withered Jessemin, Le in the Winter... His Passions",,"Карикатура. ""The withered Jessemin"" ""Le in the Winter... His Passions"".",1700,1800,,Бумага,гравюра офортом,"25,5х18 см"
ОГ-79303,"The faded Rose, Behold... her teens",,"Карикатура. ""The faded Rose"" ""Behold... her teens"".",1700,1800,,Бумага,гравюра офортом,"25,5х17,8 см"
ОГ-79304,"Billingsgate Brutes, That Fisch... young Brim",,"Карикатура. ""Billingsgate Brutes"", ""That Fisch... young Brim"".",1700,1800,,Бумага,гравюра офортом,"22,7х17,1 см"
ОГ-79305,A modern Aesculapius,,"Карикатура. ""A modern Aesculapius"".",1700,1800,,Бумага,гравюра офортом,"22,7х16,9 см"
ОГ-79306,"The Coalition, a scene on the continent",,"Карикатура. ""The Coalition, a scene on the continent"".",1700,1800,,Бумага,гравюра офортом,"26,2х36,7 см"
ОГ-79307,The Devil's Darning Needle,,"Карикатура. ""The Devil's Darning Needle"".",1795,1795,,Бумага,гравюра офортом,"35х19,9 см"
ОГ-79308,Lath & Plaster,,"Карикатура. ""Lath & Plaster"".",1700,1800,,Бумага,гравюра офортом,"33,4х19,1 см"
ОГ-79309,An Unwelcome visit,,"Карикатура. ""An Unwelcome visit"".",1700,1800,,Бумага,гравюра офортом,"27х40,4 см"
ОГ-79310,Thoughts on Matrimony,,"Карикатура. ""Thoughts on Matrimony"".",1700,1800,,Бумага,гравюра офортом,"37,7х26,5 см"
ОГ-79311,Tumbling over a ghost!,,"Карикатура. ""Tumbling over a ghost!""",1700,1800,,Бумага,гравюра офортом,"33х26,4 см"
ОГ-79312,"Shakespear's Prophecy, the last Act but One in the Tempest, or the Jack Dows in borrowed Feathers",,"Карикатура. ""Shakespear's Prophecy, the last Act but One in the Tempest, or the Jack Dows in borrowed Feathers"".",1700,1800,,Бумага,гравюра офортом,"29,2х46,5 см"
ОГ-79313,Small Blunders or Irish bulls,,"Карикатура. ""Small Blunders or Irish bulls"".",1700,1800,,Бумага,гравюра офортом,"40,7х56,3 см"
ОГ-79314,A Collection of Hobgoblins,,"Карикатура. ""A Collection of Hobgoblins"".",1700,1800,,Бумага,гравюра офортом,"35х48,1 см"
ОГ-79315,The Rape of Proserpine,,"Карикатура. ""The Rape of Proserpine"".",1700,1800,,Бумага,гравюра офортом,"26,3х36,2 см"
ОГ-79316,Doctor Sangrado Releeving John Bull of the Yellow Fever,,"Карикатура. ""Doctor Sangrado Releeving John Bull of the Yellow Fever "".",1700,1800,,Бумага,гравюра офортом,"25,1х42,2 см"
ОГ-79317,After,,"Карикатура. ""After"".",1700,1800,,Бумага,гравюра офортом,"26,2х39,7 см"
ОГ-79318,Before,,"Карикатура. ""Before"".",1700,1800,,Бумага,гравюра офортом,"26,3х39,7 см"
ОГ-79319,A Witch,,"Карикатура. ""A Witch"".",1700,1800,,Бумага,гравюра офортом,"25,5х38,3 см"
ОГ-79320,The old Maids occasional concert,,"Карикатура. ""The old Maids occasional concert"".",1795,1795,,Бумага,гравюра офортом,"26,6х38 см"
ОГ-79321,A Hunting Piece on a New Construction,,"Карикатура. Восемь сцен на одном листе ""A Hunting Piece on a New Construction"".",1700,1800,,Бумага,гравюра офортом,"39х51,5 см"
ОГ-79322,Venus surrounded by Cupids!,,"Карикатура. ""Venus surrounded by Cupids!""",1700,1800,,Бумага,гравюра офортом,"41,1х51,8 см"
ОГ-79323,"No guinea pigs, The town before you, or Welch Wigs, or Whimsicallities or how to Save the Tax on Hair Powder",,"Карикатура на протест против пошлины на пудру ""No guinea pigs"" ""The town before you, or Welch Wigs, or Whimsicallities or how to Save the Tax on Hair Powder"".",1700,1800,,Бумага,гравюра офортом,"44х55,2 см"
ОГ-79324,"British servants with honesty and fidelity against French servants, with perfidy & impudence",,"Карикатура. ""British servants with honesty and fidelity against French servants, with perfidy & impudence"".",1700,1800,,Бумага,гравюра офортом,"21,4х68,2 см"
ОГ-79325,A New Dutch Exercise,,"Карикатура. ""A New Dutch Exercise"".",1700,1800,,Бумага,гравюра офортом,"36,4х51,2 см"
ОГ-79326,A Meeting of Creditors,,"Карикатура. ""A Meeting of Creditors"".",1700,1800,,Бумага,гравюра офортом,"25,3х42,5 см"
ОГ-79327,"No reform, no reform",,"Карикатура. ""No reform, no reform"".",1700,1800,,Бумага,гравюра офортом,"24,5х34,1 см"
ОГ-79328,"Freedom, Rule Britannia... never shall be Slaves",,"Карикатура. ""15"" ""Freedom"", ""Rule Britannia... never shall be Slaves"".",1700,1800,,Бумага,гравюра офортом,"18,9х25,4 см"
ОГ-79329,,"Карикатура. Молодая женщина с длинным бантом сзади, два кавалера смотрят ей вслед.","Карикатура. Молодая женщина с длинным бантом сзади, два кавалера смотрят ей вслед.",1700,1800,,Бумага,гравюра офортом,"11,7х15,7 см"
ОГ-79330,,"Карикатура. Молодая женщина и мужчина, сидящие за круглым столом.","Карикатура. Молодая женщина и мужчина, сидящие за круглым столом.",1700,1800,,Бумага,гравюра офортом,"12,3х15,6 см"
ОГ-79331,,"Карикатура. Молодая женщина, у ее ног на скамеечке сидит ребенок, рядом с ней адвокат.","Карикатура. Молодая женщина, у ее ног на скамеечке сидит ребенок, рядом с ней адвокат.",1700,1800,,Бумага,гравюра офортом,"11,8х15,9 см"
ОГ-79332,Oh! Che Boccone,,"Карикатура. ""Oh! Che Boccone"".",1700,1800,,Бумага,гравюра офортом,"31,7х38,2 см"
ОГ-79333,Travelling at Portsmouth,,"Карикатура ""Travelling at Portsmouth"".",1700,1800,,Бумага,гравюра офортом,"25,7х35,6 см"
ОГ-79334,Tricks upon Travellers,,"Карикатура ""Tricks upon Travellers"".",1700,1800,,Бумага,гравюра офортом,"25,6х36,6 см"
ОГ-79335,Three Weeks after Marriage,,"Карикатура. ""Three Weeks after Marriage"".",1700,1800,,Бумага,гравюра офортом,"33,8х45,5 см"
ОГ-79336,No body some body,,"Карикатура. ""No body some body"".",1700,1800,,Бумага,гравюра офортом,"28,8х35,7 см"
ОГ-79337,Licenc'd to wear Hair Powder!,,"Карикатура. ""Licenc'd to wear Hair Powder!""",1700,1800,,Бумага,гравюра офортом,"34х24,5 см"
ОГ-79338,Licenced to wear the Breeches,,"Карикатура. ""Licenced to wear the Breeches"".",1700,1800,,Бумага,гравюра офортом,"33х24,8 см"
ОГ-79339,Contrasted Walkers,,"Карикатура. ""Contrasted Walkers"".",1700,1800,,Бумага,гравюра офортом,"26,2х36,5 см"
ОГ-79340,"Dressing the minister alias roasting the Guinea pig, The barbers shop",,"Карикатура. ""Dressing the minister alias roasting the Guinea pig"" ""The barbers shop"".",1700,1800,,Бумага,гравюра офортом,"26,5х36,5 см"
ОГ-79341,Irish Volunteers advancing at the Seige of Dublin,,"Карикатура. ""Irish Volunteers advancing at the Seige of Dublin"".",1700,1800,,Бумага,гравюра офортом,"24х36,6 см"
ОГ-79342,See! See! the Conquering Hero Comes!!!,,"Карикатура. ""See! See! the Conquering Hero Comes!!!""",1700,1800,,Бумага,гравюра офортом,"35,7х35,3 см"
ОГ-79343,The Rival Pigs,,"Карикатура. ""The Rival Pigs"".",1700,1800,,Бумага,гравюра офортом,"23,6х36,9 см"
ОГ-79344,On a journéy to a courtship in Wales,,"Карикатура. ""On a journéy to a courtship in Wales"".",1795,1795,,Бумага,гравюра офортом,"24,2х38,1 см"
ОГ-79345,Contrasted Husbands,,"Карикатура. ""Contrasted Husbands"".",1700,1800,,Бумага,гравюра офортом,"36,7х49,8 см"
ОГ-79346,He would if He Could!!,,"Карикатура. ""He would if He Could!!""",1700,1800,,Бумага,гравюра офортом,"24,1х35,5 см"
ОГ-79347,A Goose between two Foxes,,"Карикатура. ""A Goose between two Foxes"".",1700,1800,,Бумага,гравюра офортом,"24,9х35,5 см"
ОГ-79348,The Country Concert,,"Карикатура. ""The Country Concert"".",1700,1800,,Бумага,гравюра офортом,"35,6х47,7 см"
ОГ-79349,A Bundle of Straw,,"Карикатура. ""A Bundle of Straw"".",1700,1800,,Бумага,гравюра офортом,"35х24,5 см"
ОГ-79350,Pray remember us Poor Childreen,,"Карикатура. ""Pray remember us Poor Childreen"".",1700,1800,,Бумага,гравюра офортом,"34,1х26 см"
ОГ-79351,Billys Hobby Horse or John Bull loaded with Mischief,,"Карикатура. ""Billys Hobby Horse or John Bull loaded with Mischief"".",1700,1800,,Бумага,гравюра офортом,"23,5х33,7 см"
ОГ-79352,Washing the Blackamoor,,"Карикатура. ""Washing the Blackamoor"".",1700,1800,,Бумага,гравюра офортом,"24,8х37,4 см"
ОГ-79353,Waggoners Frocks or No. Bodys of 1795,,"Карикатура на новые моды ""Waggoners Frocks or No. Bodys of 1795"".",1700,1800,,Бумага,гравюра офортом,"41,1х32,4 см"
ОГ-79354,Favorite Guinea Pigs going to Market,,"Карикатура. ""Favorite Guinea Pigs going to Market"".",1700,1800,,Бумага,гравюра офортом,"23,7х37 см"
ОГ-79355,The Night Mare,,"Карикатура. ""The Night Mare"".",1700,1800,,Бумага,гравюра офортом,"24,8х36,1 см"
ОГ-79356,"My Grand mother, alias the Jersey Jug alias the Rival Widows",,"Карикатура. ""My Grand mother, alias the Jersey Jug alias the Rival Widows"".",1700,1800,,Бумага,гравюра офортом,"23,6х36,6 см"
ОГ-79357,Interrogatións or an Examination before Commissioners,,"Карикатура. ""Interrogatións or an Examination before Commissioners"".",1700,1800,,Бумага,гравюра офортом,"26,4х41,9 см"
ОГ-79358,Pull Devil Pull Parson,,"Карикатура. ""Pull Devil Pull Parson"".",1795,1795,,Бумага,гравюра офортом,"24,1х34 см"
ОГ-79359,Bacon face too many for Brazen face,,"Карикатура. ""Bacon face too many for Brazen face"".",1700,1800,,Бумага,гравюра офортом,"27,2х33,2 см"
ОГ-79360,"A Laudable Partnership or Souls and Bodies, cured without loss of time",,"Карикатура. ""A Laudable Partnership or Souls and Bodies, cured without loss of time"".",1700,1800,,Бумага,,"24,6х35,7 см"
ОГ-79361,The State Caterpillar,,"Карикатура. ""The State Caterpillar"".",1795,1795,,Бумага,гравюра офортом,"27,4х42,6 см"
ОГ-79362,"Half Pay, Full Pay",,"Карикатура. Две сцены на одном листе: Левая - ""Half Pay"", правая - ""Full Pay"".",1700,1800,,Бумага,гравюра офортом,"24х33,7 см"
